word,prob,timepoint,k,sort
score,0.004,15,9,157
dealer,0.004,15,9,158
promoter,0.004,15,9,159
hedge,0.006,16,9,160
euro,0.006,16,9,161
disclosure,0.004,16,9,162
surplus,0.004,16,9,163
headwind,0.004,16,9,164
leaship,0.004,16,9,165
insight,0.004,16,9,166
valuation,0.004,16,9,167
sign,0.004,16,9,168
lea,0.004,16,9,169
transition,0.004,17,9,170
policyhol,0.004,17,9,171
principle,0.004,17,9,172
disclosure,0.004,17,9,173
surplus,0.004,17,9,174
analysis,0.004,17,9,175
consumer,0.003,17,9,176
hedge,0.003,17,9,177
lever,0.003,17,9,178
unwriter,0.003,17,9,179
hip,0.004,18,9,180
workplace,0.004,18,9,181
reinsurer,0.003,18,9,182
currency,0.003,18,9,183
objective,0.003,18,9,184
proﬁtability,0.003,18,9,185
press,0.003,18,9,186
discount,0.003,18,9,187
analytic,0.003,18,9,188
resource,0.003,18,9,189
ﬂow,0.006,19,9,190
oe,0.004,19,9,191
projection,0.004,19,9,192
proﬁtability,0.003,19,9,193
advice,0.003,19,9,194
buffer,0.003,19,9,195
priority,0.003,19,9,196
goodwill,0.003,19,9,197
goal,0.003,19,9,198
speed,0.003,19,9,199
buffer,0.008,20,9,200
diversification,0.008,20,9,201
form,0.008,20,9,202
evolution,0.008,20,9,203
redundancy,0.008,20,9,204
pie,0.008,20,9,205
member,0.008,20,9,206
peak,0.008,20,9,207
tariff,0.008,20,9,208
actuary,0.008,20,9,209
hedge,0.004,21,9,210
comp,0.004,21,9,211
video,0.004,21,9,212
disease,0.004,21,9,213
energy,0.003,21,9,214
buffer,0.003,21,9,215
proﬁtability,0.003,21,9,216
dec,0.003,21,9,217
railroad,0.003,21,9,218
winter,0.003,21,9,219
surplus,0.006,22,9,220
reinsurer,0.004,22,9,221
son,0.004,22,9,222
levy,0.004,22,9,223
policyhol,0.004,22,9,224
debate,0.004,22,9,225
proposition,0.003,22,9,226
tool,0.003,22,9,227
diversification,0.003,22,9,228
curve,0.003,22,9,229
treaty,0.004,23,9,230
evolution,0.003,23,9,231
proposal,0.003,23,9,232
phase,0.003,23,9,233
pattern,0.003,23,9,234
member,0.003,23,9,235
tool,0.003,23,9,236
porate,0.003,23,9,237
reference,0.003,23,9,238
flexibility,0.003,23,9,239
reform,0.004,24,9,240
disclosure,0.004,24,9,241
commentary,0.004,24,9,242
cyber,0.003,24,9,243
saving,0.003,24,9,244
diversification,0.003,24,9,245
restructure,0.003,24,9,246
message,0.003,24,9,247
compensation,0.003,24,9,248
priority,0.003,24,9,249
member,0.036,25,9,250
settlement,0.036,25,9,251
success,0.036,25,9,252
panel,0.036,25,9,253
spirit,0.036,25,9,254
neo,0.036,25,9,255
wire,0.036,25,9,256
suit,0.036,25,9,257
bookkeepe,0.036,25,9,258
difficulty,0.036,25,9,259
consumer,0.006,26,9,260
total,0.006,26,9,261
surprise,0.006,26,9,262
quote,0.006,26,9,263
disclosure,0.004,26,9,264
disposal,0.004,26,9,265
project,0.004,26,9,266
proceed,0.004,26,9,267
innovation,0.004,26,9,268
objective,0.004,26,9,269
consumer,0.018,27,9,270
framework,0.018,27,9,271
individual,0.018,27,9,272
adviser,0.018,27,9,273
pipe,0.018,27,9,274
recognition,0.018,27,9,275
injury,0.018,27,9,276
severity,0.018,27,9,277
trading,0.018,27,9,278
power,0.018,27,9,279
cyber,0.003,28,9,280
footprint,0.003,28,9,281
co,0.003,28,9,282
conclusion,0.003,28,9,283
hurdle,0.003,28,9,284
selection,0.003,28,9,285
prut,0.003,28,9,286
strain,0.003,28,9,287
redistribution,0.003,28,9,288
ﬂow,0.003,28,9,289
hurane,0.004,29,9,290
comp,0.003,29,9,291
timing,0.003,29,9,292
quota,0.003,29,9,293
relet,0.003,29,9,294
firm,0.003,29,9,295
upside,0.003,29,9,296
d,0.003,29,9,297
standpoint,0.003,29,9,298
saving,0.003,29,9,299
lifetime,0.004,30,9,300
severity,0.003,30,9,301
pool,0.003,30,9,302
pipe,0.003,30,9,303
expansion,0.003,30,9,304
hold,0.003,30,9,305
ecosystem,0.003,30,9,306
reinsurer,0.003,30,9,307
loan,0.003,30,9,308
axis,0.003,30,9,309
proposition,0.004,31,9,310
skill,0.004,31,9,311
disability,0.004,31,9,312
proﬁtability,0.003,31,9,313
innovation,0.003,31,9,314
discount,0.003,31,9,315
cap,0.003,31,9,316
ﬁgure,0.003,31,9,317
expertise,0.003,31,9,318
employee,0.003,31,9,319
comp,0.004,32,9,320
proﬁtability,0.003,32,9,321
cyber,0.003,32,9,322
project,0.003,32,9,323
severity,0.003,32,9,324
aggregate,0.003,32,9,325
wealth,0.003,32,9,326
leaship,0.003,32,9,327
spa,0.003,32,9,328
eye,0.003,32,9,329
proﬁtability,0.025,33,9,330
comp,0.025,33,9,331
goodwill,0.025,33,9,332
severity,0.025,33,9,333
deterioration,0.025,33,9,334
unstanding,0.025,33,9,335
stake,0.025,33,9,336
solicitation,0.025,33,9,337
fraud,0.025,33,9,338
substance,0.025,33,9,339
hedge,0.007,34,9,340
integration,0.007,34,9,341
currency,0.007,34,9,342
recapture,0.007,34,9,343
oﬀs,0.007,34,9,344
arm,0.007,34,9,345
attention,0.004,34,9,346
policyhol,0.004,34,9,347
comparison,0.004,34,9,348
confice,0.004,34,9,349
analytic,0.005,35,9,350
treaty,0.004,35,9,351
disaster,0.004,35,9,352
currency,0.004,35,9,353
mos,0.004,35,9,354
crisis,0.004,35,9,355
leaship,0.004,35,9,356
standpoint,0.004,35,9,357
air,0.004,35,9,358
man,0.002,35,9,359
ﬂow,0.006,36,9,360
remittance,0.004,36,9,361
strain,0.004,36,9,362
retail,0.004,36,9,363
drop,0.003,36,9,364
coronavirus,0.003,36,9,365
regime,0.003,36,9,366
transfer,0.003,36,9,367
scope,0.003,36,9,368
severity,0.003,36,9,369
interruption,0.006,37,9,370
impairment,0.006,37,9,371
exclusion,0.006,37,9,372
remuneration,0.006,37,9,373
reinsurer,0.006,37,9,374
sign,0.006,37,9,375
severity,0.006,37,9,376
forbearance,0.006,37,9,377
consumer,0.006,37,9,378
oil,0.006,37,9,379
interruption,0.011,38,9,380
season,0.011,38,9,381
valuation,0.007,38,9,382
treaty,0.007,38,9,383
resttion,0.007,38,9,384
success,0.007,38,9,385
medium,0.007,38,9,386
seller,0.007,38,9,387
crisis,0.004,38,9,388
pandemic,0.004,38,9,389
shape,0.008,39,9,390
priority,0.006,39,9,391
integration,0.006,39,9,392
pipe,0.006,39,9,393
colleague,0.006,39,9,394
discip,0.006,39,9,395
pandemic,0.004,39,9,396
proposition,0.004,39,9,397
block,0.004,39,9,398
advice,0.004,39,9,399
material,0.015,40,9,400
project,0.015,40,9,401
pandemic,0.008,40,9,402
retail,0.008,40,9,403
wave,0.008,40,9,404
court,0.008,40,9,405
ﬂow,0.008,40,9,406
comparison,0.008,40,9,407
banking,0.008,40,9,408
attention,0.008,40,9,409
geography,0.009,41,9,410
commitment,0.006,41,9,411
audit,0.006,41,9,412
matter,0.006,41,9,413
attention,0.006,41,9,414
framework,0.006,41,9,415
beneﬁt,0.006,41,9,416
ﬁve,0.006,41,9,417
zone,0.006,41,9,418
pandemic,0.003,41,9,419
site,0.056,42,9,420
advisor,0.028,42,9,421
colleague,0.028,42,9,422
repair,0.028,42,9,423
surplus,0.028,42,9,424
break,0.028,42,9,425
form,0.028,42,9,426
footprint,0.028,42,9,427
acceleration,0.028,42,9,428
lgri,0.028,42,9,429
session,0.007,43,9,430
ebit,0.007,43,9,431
framework,0.007,43,9,432
retail,0.007,43,9,433
site,0.007,43,9,434
uplift,0.007,43,9,435
engagement,0.007,43,9,436
column,0.007,43,9,437
network,0.004,43,9,438
commitment,0.004,43,9,439
energy,0.007,0,10,0
hedge,0.007,0,10,1
ﬁgure,0.007,0,10,2
study,0.007,0,10,3
momentum,0.007,0,10,4
funding,0.007,0,10,5
variance,0.007,0,10,6
formula,0.007,0,10,7
diversiﬁcation,0.007,0,10,8
seasonality,0.007,0,10,9
incentive,0.012,1,10,10
winter,0.009,1,10,11
input,0.009,1,10,12
ehquake,0.006,1,10,13
employer,0.006,1,10,14
resolution,0.006,1,10,15
banking,0.006,1,10,16
unwriter,0.006,1,10,17
timing,0.006,1,10,18
gdp,0.006,1,10,19
stress,0.013,2,10,20
test,0.009,2,10,21
policyhol,0.009,2,10,22
split,0.009,2,10,23
comparison,0.009,2,10,24
feel,0.009,2,10,25
meltdown,0.009,2,10,26
remark,0.009,2,10,27
cross,0.009,2,10,28
franc,0.009,2,10,29
flood,0.017,3,10,30
ehquake,0.009,3,10,31
pipe,0.009,3,10,32
disaster,0.009,3,10,33
timing,0.009,3,10,34
instrument,0.009,3,10,35
objective,0.009,3,10,36
feel,0.009,3,10,37
office,0.009,3,10,38
yen,0.009,3,10,39
impairment,0.007,4,10,40
proposition,0.007,4,10,41
saving,0.007,4,10,42
maturity,0.005,4,10,43
circumstance,0.005,4,10,44
inflow,0.005,4,10,45
hedge,0.005,4,10,46
assurance,0.005,4,10,47
auditor,0.005,4,10,48
projection,0.005,4,10,49
difficulty,0.008,5,10,50
project,0.006,5,10,51
buffer,0.006,5,10,52
history,0.006,5,10,53
worth,0.006,5,10,54
rdr,0.006,5,10,55
field,0.006,5,10,56
culture,0.006,5,10,57
employee,0.004,5,10,58
circumstance,0.004,5,10,59
objective,0.011,6,10,60
stad,0.011,6,10,61
reinstatement,0.011,6,10,62
surplus,0.011,6,10,63
mediation,0.011,6,10,64
energy,0.011,6,10,65
reflection,0.011,6,10,66
inflow,0.006,6,10,67
taxi,0.006,6,10,68
press,0.006,6,10,69
yen,0.011,7,10,70
vehicle,0.011,7,10,71
goodwill,0.011,7,10,72
aggregate,0.011,7,10,73
forecast,0.007,7,10,74
proportion,0.007,7,10,75
subsidiary,0.007,7,10,76
disposal,0.007,7,10,77
circumstance,0.007,7,10,78
seasonality,0.007,7,10,79
comparison,0.007,8,10,80
maturity,0.007,8,10,81
projection,0.005,8,10,82
expansion,0.005,8,10,83
injury,0.005,8,10,84
surplus,0.005,8,10,85
hedge,0.005,8,10,86
policyhol,0.005,8,10,87
ﬁle,0.005,8,10,88
pattern,0.005,8,10,89
loan,0.008,9,10,90
hedge,0.006,9,10,91
house,0.005,9,10,92
individual,0.005,9,10,93
t,0.005,9,10,94
settlement,0.005,9,10,95
surplus,0.005,9,10,96
discipd,0.005,9,10,97
disability,0.005,9,10,98
currency,0.003,9,10,99
link,0.006,10,10,100
goal,0.006,10,10,101
buyer,0.006,10,10,102
surprise,0.006,10,10,103
drop,0.004,10,10,104
analysis,0.004,10,10,105
pattern,0.004,10,10,106
broa,0.004,10,10,107
function,0.004,10,10,108
severity,0.004,10,10,109
hedge,0.007,11,10,110
vehicle,0.005,11,10,111
pie,0.005,11,10,112
crisis,0.004,11,10,113
energy,0.004,11,10,114
portion,0.004,11,10,115
buffer,0.004,11,10,116
revision,0.004,11,10,117
subsidiary,0.004,11,10,118
proportion,0.004,11,10,119
surplus,0.005,12,10,120
currency,0.005,12,10,121
buffer,0.005,12,10,122
offer,0.005,12,10,123
loan,0.005,12,10,124
drop,0.005,12,10,125
strain,0.005,12,10,126
deterioration,0.005,12,10,127
forecast,0.005,12,10,128
planning,0.005,12,10,129
consiation,0.006,13,10,130
bulk,0.004,13,10,131
surplus,0.004,13,10,132
currency,0.004,13,10,133
hurdle,0.004,13,10,134
meeting,0.004,13,10,135
expansion,0.004,13,10,136
portion,0.004,13,10,137
parent,0.004,13,10,138
buﬀer,0.004,13,10,139
aviation,0.008,14,10,140
priority,0.006,14,10,141
diversification,0.005,14,10,142
profile,0.005,14,10,143
reform,0.005,14,10,144
benchmark,0.005,14,10,145
consumer,0.003,14,10,146
unwriter,0.003,14,10,147
analytic,0.003,14,10,148
currency,0.003,14,10,149
proposition,0.008,15,10,150
unwriter,0.006,15,10,151
insight,0.005,15,10,152
consumer,0.004,15,10,153
tool,0.004,15,10,154
advisor,0.004,15,10,155
choice,0.004,15,10,156
hedge,0.003,15,10,157
marketing,0.003,15,10,158
integration,0.003,15,10,159
currency,0.009,16,10,160
reinsurer,0.005,16,10,161
tool,0.005,16,10,162
saving,0.004,16,10,163
reproduction,0.004,16,10,164
subsidiary,0.004,16,10,165
consolidation,0.003,16,10,166
disclosure,0.003,16,10,167
clarity,0.003,16,10,168
headwind,0.003,16,10,169
consumer,0.005,17,10,170
transition,0.003,17,10,171
panel,0.003,17,10,172
hedge,0.003,17,10,173
loan,0.003,17,10,174
portion,0.003,17,10,175
principle,0.003,17,10,176
phase,0.003,17,10,177
house,0.003,17,10,178
tariff,0.003,17,10,179
light,0.006,18,10,180
buffer,0.004,18,10,181
policyhol,0.004,18,10,182
hip,0.004,18,10,183
resse,0.004,18,10,184
trajectory,0.004,18,10,185
formula,0.003,18,10,186
unwriter,0.003,18,10,187
consumer,0.003,18,10,188
transition,0.003,18,10,189
center,0.005,19,10,190
population,0.005,19,10,191
function,0.004,19,10,192
consumer,0.004,19,10,193
advice,0.004,19,10,194
marketing,0.004,19,10,195
hedging,0.004,19,10,196
drag,0.004,19,10,197
deviation,0.004,19,10,198
feedback,0.004,19,10,199
impairment,0.009,20,10,200
currency,0.004,20,10,201
subsidiary,0.004,20,10,202
hold,0.004,20,10,203
default,0.004,20,10,204
colleague,0.004,20,10,205
effort,0.004,20,10,206
optimization,0.004,20,10,207
discipd,0.004,20,10,208
maturity,0.004,20,10,209
task,0.004,21,10,210
banking,0.003,21,10,211
reinsurer,0.003,21,10,212
unwriter,0.003,21,10,213
tier,0.003,21,10,214
orous,0.003,21,10,215
meeting,0.003,21,10,216
gaap,0.003,21,10,217
role,0.003,21,10,218
dec,0.003,21,10,219
proposition,0.004,22,10,220
legacy,0.003,22,10,221
message,0.003,22,10,222
tool,0.003,22,10,223
diversification,0.003,22,10,224
loan,0.003,22,10,225
saving,0.003,22,10,226
curve,0.002,22,10,227
currency,0.002,22,10,228
journey,0.002,22,10,229
son,0.006,23,10,230
severity,0.004,23,10,231
standard,0.004,23,10,232
tool,0.003,23,10,233
consumer,0.003,23,10,234
curve,0.003,23,10,235
buffer,0.003,23,10,236
history,0.003,23,10,237
beneﬁt,0.003,23,10,238
proposition,0.002,23,10,239
loan,0.005,24,10,240
panel,0.004,24,10,241
curve,0.004,24,10,242
timing,0.004,24,10,243
behavior,0.004,24,10,244
care,0.004,24,10,245
settlement,0.004,24,10,246
intention,0.004,24,10,247
positioning,0.004,24,10,248
evice,0.004,24,10,249
resolution,0.017,25,10,250
explanation,0.017,25,10,251
diversification,0.017,25,10,252
noise,0.017,25,10,253
face,0.017,25,10,254
lp,0.017,25,10,255
skill,0.017,25,10,256
background,0.017,25,10,257
geography,0.017,25,10,258
speed,0.017,25,10,259
aspect,0.004,26,10,260
wealth,0.004,26,10,261
eﬃciency,0.004,26,10,262
subsidiary,0.003,26,10,263
saving,0.003,26,10,264
proﬁtability,0.003,26,10,265
loan,0.003,26,10,266
vehicle,0.003,26,10,267
remittance,0.003,26,10,268
buffer,0.003,26,10,269
proposition,0.003,27,10,270
cyber,0.003,27,10,271
hurane,0.003,27,10,272
consumer,0.003,27,10,273
ebit,0.002,27,10,274
transformation,0.002,27,10,275
innovation,0.002,27,10,276
unwriter,0.002,27,10,277
retro,0.002,27,10,278
success,0.002,27,10,279
success,0.005,28,10,280
lifetime,0.005,28,10,281
reform,0.004,28,10,282
subsidiary,0.004,28,10,283
tool,0.004,28,10,284
disposal,0.004,28,10,285
unstanding,0.004,28,10,286
ebit,0.003,28,10,287
vehicle,0.003,28,10,288
payout,0.003,28,10,289
integration,0.004,29,10,290
projection,0.004,29,10,291
auditor,0.004,29,10,292
porate,0.004,29,10,293
panel,0.004,29,10,294
sharing,0.004,29,10,295
hedging,0.003,29,10,296
reform,0.003,29,10,297
outflow,0.003,29,10,298
hurdle,0.003,29,10,299
comp,0.004,30,10,300
framework,0.004,30,10,301
evolution,0.004,30,10,302
tier,0.004,30,10,303
ambition,0.003,30,10,304
pool,0.003,30,10,305
disclosure,0.003,30,10,306
advice,0.003,30,10,307
severity,0.003,30,10,308
unwriter,0.003,30,10,309
proposition,0.005,31,10,310
disability,0.005,31,10,311
impairment,0.005,31,10,312
proﬁtability,0.004,31,10,313
comp,0.003,31,10,314
integration,0.003,31,10,315
disaster,0.003,31,10,316
hedge,0.003,31,10,317
venture,0.003,31,10,318
energy,0.003,31,10,319
ﬂow,0.005,32,10,320
cyber,0.004,32,10,321
transformation,0.004,32,10,322
light,0.004,32,10,323
medium,0.004,32,10,324
bridge,0.004,32,10,325
advisor,0.004,32,10,326
comp,0.003,32,10,327
wildfire,0.003,32,10,328
unwriter,0.003,32,10,329
man,0.026,33,10,330
confice,0.026,33,10,331
phase,0.026,33,10,332
deterioration,0.026,33,10,333
aggregate,0.026,33,10,334
sdg,0.026,33,10,335
forma,0.026,33,10,336
floor,0.026,33,10,337
pilot,0.026,33,10,338
pace,0.026,33,10,339
diversification,0.009,34,10,340
peak,0.009,34,10,341
bucket,0.006,34,10,342
reform,0.006,34,10,343
form,0.006,34,10,344
concentration,0.006,34,10,345
hook,0.006,34,10,346
expectancy,0.006,34,10,347
member,0.003,34,10,348
curve,0.003,34,10,349
treaty,0.006,35,10,350
climate,0.004,35,10,351
saving,0.004,35,10,352
disaster,0.003,35,10,353
man,0.003,35,10,354
function,0.003,35,10,355
peak,0.003,35,10,356
success,0.003,35,10,357
retro,0.003,35,10,358
aviation,0.003,35,10,359
actuary,0.005,36,10,360
bunch,0.005,36,10,361
catch,0.005,36,10,362
remittance,0.004,36,10,363
interruption,0.004,36,10,364
priority,0.004,36,10,365
buffer,0.004,36,10,366
diversification,0.004,36,10,367
adviser,0.004,36,10,368
profile,0.004,36,10,369
exclusion,0.012,37,10,370
indicator,0.012,37,10,371
merger,0.012,37,10,372
expertise,0.012,37,10,373
travel,0.006,37,10,374
impairment,0.006,37,10,375
comp,0.006,37,10,376
compensation,0.006,37,10,377
hedge,0.006,37,10,378
audit,0.006,37,10,379
sharing,0.012,38,10,380
travel,0.006,38,10,381
wording,0.006,38,10,382
reinsurer,0.006,38,10,383
surety,0.006,38,10,384
employee,0.006,38,10,385
disease,0.006,38,10,386
integration,0.006,38,10,387
disability,0.006,38,10,388
forbearance,0.006,38,10,389
interruption,0.005,39,10,390
profile,0.005,39,10,391
block,0.005,39,10,392
employee,0.005,39,10,393
care,0.005,39,10,394
framework,0.005,39,10,395
payout,0.005,39,10,396
projection,0.005,39,10,397
imp,0.005,39,10,398
everaging,0.005,39,10,399
diversification,0.028,40,10,400
travel,0.014,40,10,401
valuation,0.014,40,10,402
surplus,0.014,40,10,403
disposal,0.014,40,10,404
decade,0.014,40,10,405
reform,0.014,40,10,406
conﬁt,0.014,40,10,407
application,0.014,40,10,408
behavior,0.014,40,10,409
meeting,0.005,41,10,410
material,0.005,41,10,411
goal,0.005,41,10,412
audit,0.005,41,10,413
culture,0.005,41,10,414
law,0.005,41,10,415
remain,0.005,41,10,416
currency,0.005,41,10,417
session,0.005,41,10,418
repair,0.005,41,10,419
disclosure,0.024,42,10,420
climate,0.012,42,10,421
commitment,0.012,42,10,422
matter,0.012,42,10,423
behavior,0.012,42,10,424
broa,0.012,42,10,425
commentary,0.012,42,10,426
framework,0.012,42,10,427
ﬁgure,0.012,42,10,428
proceed,0.012,42,10,429
pandemic,0.008,43,10,430
transformation,0.008,43,10,431
illness,0.008,43,10,432
stress,0.008,43,10,433
pool,0.008,43,10,434
proceed,0.008,43,10,435
resince,0.008,43,10,436
aim,0.008,43,10,437
material,0.004,43,10,438
access,0.004,43,10,439
reproduction,0.011,0,11,0
age,0.011,0,11,1
project,0.007,0,11,2
flexibility,0.007,0,11,3
lp,0.007,0,11,4
relation,0.007,0,11,5
ﬁve,0.007,0,11,6
energy,0.004,0,11,7
network,0.004,0,11,8
ehquake,0.004,0,11,9
game,0.01,1,11,10
yen,0.008,1,11,11
meet,0.008,1,11,12
currency,0.005,1,11,13
ehquake,0.005,1,11,14
winter,0.005,1,11,15
meeting,0.005,1,11,16
power,0.005,1,11,17
trust,0.005,1,11,18
history,0.005,1,11,19
energy,0.009,2,11,20
meeting,0.009,2,11,21
integration,0.009,2,11,22
vehicle,0.009,2,11,23
enrolment,0.009,2,11,24
uptick,0.009,2,11,25
center,0.009,2,11,26
trade,0.009,2,11,27
teen,0.009,2,11,28
exercise,0.009,2,11,29
impairment,0.012,3,11,30
consequence,0.012,3,11,31
mark,0.012,3,11,32
disaster,0.012,3,11,33
reinsurer,0.012,3,11,34
effort,0.012,3,11,35
discount,0.008,3,11,36
flood,0.008,3,11,37
certainty,0.008,3,11,38
currency,0.008,3,11,39
transfer,0.01,4,11,40
bonus,0.007,4,11,41
impairment,0.005,4,11,42
ﬁgure,0.005,4,11,43
banking,0.005,4,11,44
hedge,0.005,4,11,45
transition,0.005,4,11,46
office,0.005,4,11,47
valuation,0.005,4,11,48
compensation,0.005,4,11,49
outflow,0.008,5,11,50
employee,0.006,5,11,51
surplus,0.006,5,11,52
summer,0.006,5,11,53
comparison,0.006,5,11,54
layer,0.006,5,11,55
timing,0.006,5,11,56
subsidy,0.006,5,11,57
bunch,0.006,5,11,58
newspaper,0.004,5,11,59
discount,0.019,6,11,60
house,0.011,6,11,61
furnish,0.008,6,11,62
objective,0.008,6,11,63
injury,0.008,6,11,64
run,0.008,6,11,65
har,0.008,6,11,66
taxis,0.008,6,11,67
comp,0.004,6,11,68
stad,0.004,6,11,69
circumstance,0.009,7,11,70
disaster,0.009,7,11,71
presence,0.009,7,11,72
yen,0.006,7,11,73
vehicle,0.006,7,11,74
flood,0.006,7,11,75
proportion,0.006,7,11,76
manner,0.006,7,11,77
curve,0.006,7,11,78
allowance,0.006,7,11,79
expansion,0.011,8,11,80
yen,0.006,8,11,81
surplus,0.006,8,11,82
bancassurance,0.006,8,11,83
deﬁnition,0.006,8,11,84
marketing,0.006,8,11,85
meet,0.006,8,11,86
subsidiary,0.004,8,11,87
injury,0.004,8,11,88
stad,0.004,8,11,89
reform,0.008,9,11,90
homeowner,0.008,9,11,91
building,0.008,9,11,92
intensity,0.006,9,11,93
card,0.006,9,11,94
hedge,0.004,9,11,95
projection,0.004,9,11,96
integration,0.004,9,11,97
possibility,0.004,9,11,98
inflow,0.004,9,11,99
message,0.006,10,11,100
curve,0.004,10,11,101
attention,0.004,10,11,102
umbrella,0.004,10,11,103
layer,0.004,10,11,104
priority,0.004,10,11,105
quota,0.004,10,11,106
intention,0.004,10,11,107
sustainability,0.004,10,11,108
pml,0.004,10,11,109
merger,0.004,11,11,110
portion,0.004,11,11,111
pound,0.004,11,11,112
policyhol,0.004,11,11,113
prospect,0.004,11,11,114
set,0.004,11,11,115
hedge,0.003,11,11,116
loan,0.003,11,11,117
currency,0.003,11,11,118
remittance,0.003,11,11,119
currency,0.007,12,11,120
retro,0.006,12,11,121
allowance,0.006,12,11,122
t,0.004,12,11,123
storm,0.004,12,11,124
reservation,0.004,12,11,125
portion,0.004,12,11,126
middle,0.004,12,11,127
discount,0.004,12,11,128
text,0.004,12,11,129
profile,0.006,13,11,130
power,0.005,13,11,131
buyout,0.005,13,11,132
effort,0.005,13,11,133
optimization,0.005,13,11,134
pipe,0.004,13,11,135
transfer,0.004,13,11,136
comp,0.004,13,11,137
retail,0.004,13,11,138
percent,0.004,13,11,139
proposition,0.006,14,11,140
cap,0.006,14,11,141
career,0.006,14,11,142
currency,0.004,14,11,143
bulk,0.004,14,11,144
objective,0.004,14,11,145
letter,0.004,14,11,146
offer,0.004,14,11,147
surplus,0.004,14,11,148
surprise,0.004,14,11,149
economic,0.005,15,11,150
advisor,0.004,15,11,151
unwriter,0.003,15,11,152
proposition,0.003,15,11,153
forecast,0.003,15,11,154
friend,0.003,15,11,155
diversification,0.003,15,11,156
merger,0.003,15,11,157
hedge,0.003,15,11,158
bulk,0.003,15,11,159
reinsurer,0.005,16,11,160
approval,0.004,16,11,161
payout,0.004,16,11,162
unwriter,0.003,16,11,163
remittance,0.003,16,11,164
exchange,0.003,16,11,165
forecast,0.003,16,11,166
talent,0.003,16,11,167
energy,0.003,16,11,168
consolidation,0.003,16,11,169
currency,0.006,17,11,170
incentive,0.006,17,11,171
ﬂow,0.005,17,11,172
unwriter,0.003,17,11,173
house,0.003,17,11,174
approval,0.003,17,11,175
possibility,0.003,17,11,176
inflow,0.003,17,11,177
railroad,0.003,17,11,178
wind,0.003,17,11,179
unwriter,0.007,18,11,180
formula,0.005,18,11,181
currency,0.005,18,11,182
attention,0.005,18,11,183
proposition,0.005,18,11,184
bolt,0.005,18,11,185
function,0.005,18,11,186
press,0.005,18,11,187
roe,0.005,18,11,188
marketing,0.005,18,11,189
hold,0.005,19,11,190
impairment,0.005,19,11,191
automobile,0.005,19,11,192
reinsurer,0.004,19,11,193
proposition,0.004,19,11,194
subsidiary,0.004,19,11,195
governance,0.004,19,11,196
lever,0.004,19,11,197
explanation,0.004,19,11,198
branch,0.004,19,11,199
colleague,0.01,20,11,200
subsidiary,0.007,20,11,201
unwriter,0.007,20,11,202
prut,0.007,20,11,203
meet,0.007,20,11,204
optimization,0.007,20,11,205
authority,0.007,20,11,206
machine,0.007,20,11,207
barrier,0.007,20,11,208
spite,0.007,20,11,209
orous,0.004,21,11,210
curve,0.003,21,11,211
marketing,0.003,21,11,212
evolution,0.003,21,11,213
legacy,0.003,21,11,214
winter,0.003,21,11,215
meeting,0.003,21,11,216
production,0.003,21,11,217
list,0.003,21,11,218
objective,0.003,21,11,219
saving,0.006,22,11,220
franchise,0.005,22,11,221
reinsurer,0.004,22,11,222
regime,0.004,22,11,223
solicitation,0.004,22,11,224
merger,0.004,22,11,225
deposit,0.004,22,11,226
resse,0.004,22,11,227
comparison,0.003,22,11,228
ﬂow,0.003,22,11,229
advisor,0.006,23,11,230
son,0.005,23,11,231
tool,0.004,23,11,232
standard,0.004,23,11,233
hedge,0.004,23,11,234
comparison,0.003,23,11,235
proposition,0.003,23,11,236
buffer,0.003,23,11,237
network,0.003,23,11,238
legacy,0.003,23,11,239
integration,0.004,24,11,240
treaty,0.004,24,11,241
loan,0.003,24,11,242
buffer,0.003,24,11,243
pool,0.003,24,11,244
deterioration,0.003,24,11,245
unwriter,0.003,24,11,246
drag,0.003,24,11,247
tool,0.003,24,11,248
panel,0.003,24,11,249
mandate,0.046,25,11,250
authorization,0.046,25,11,251
integration,0.023,25,11,252
hold,0.023,25,11,253
possibility,0.023,25,11,254
selection,0.023,25,11,255
assessment,0.023,25,11,256
fluctuation,0.023,25,11,257
roll,0.023,25,11,258
tribute,0.023,25,11,259
mos,0.004,26,11,260
colleague,0.004,26,11,261
shape,0.004,26,11,262
churn,0.004,26,11,263
priority,0.003,26,11,264
currency,0.003,26,11,265
timing,0.003,26,11,266
loan,0.003,26,11,267
bulk,0.003,26,11,268
surplus,0.003,26,11,269
retro,0.011,27,11,270
comparison,0.011,27,11,271
mos,0.011,27,11,272
expertise,0.011,27,11,273
proceed,0.011,27,11,274
saving,0.011,27,11,275
portion,0.011,27,11,276
restructure,0.011,27,11,277
integration,0.011,27,11,278
retail,0.011,27,11,279
reform,0.003,28,11,280
payout,0.003,28,11,281
selection,0.003,28,11,282
constraint,0.003,28,11,283
proposition,0.003,28,11,284
innovation,0.003,28,11,285
lifetime,0.003,28,11,286
timing,0.003,28,11,287
co,0.003,28,11,288
diﬀerence,0.003,28,11,289
proﬁtability,0.005,29,11,290
aspect,0.004,29,11,291
math,0.004,29,11,292
conversion,0.004,29,11,293
issuance,0.004,29,11,294
reference,0.004,29,11,295
hedging,0.002,29,11,296
consumer,0.002,29,11,297
reform,0.002,29,11,298
framework,0.002,29,11,299
expertise,0.006,30,11,300
comp,0.004,30,11,301
unwriter,0.003,30,11,302
